uuid,source,orig_id,GID_0,COUNTRY,CC_1,ENGTYPE_1,GID_1,HASC_1,ISO_1,NAME_1,NL_NAME_1,TYPE_1,VARNAME_1,CC_2,ENGTYPE_2,GID_2,HASC_2,NAME_2,NL_NAME_2,TYPE_2,VARNAME_2,CC_3,ENGTYPE_3,GID_3,HASC_3,NAME_3,NL_NAME_3,TYPE_3,VARNAME_3,CC_4,ENGTYPE_4,GID_4,NAME_4,TYPE_4,VARNAME_4,CC_5,ENGTYPE_5,GID_5,NAME_5,TYPE_5
00000043-0dac-4f33-8983-6ad42164f8da,Mapillary,510636610118964,SWE,Sweden,,County,SWE.15_1,SE.ST,,Stockholm,,Län,Stockholms län|Estocolmo|Stoccol,,Municipality,SWE.15.18_1,SE.ST.ST,Stockholm,,Kommuner,,,,,,,,,,,,,,,,,,,,
000004bd-5497-403a-b4d9-c99e53a73452,Mapillary,284345186750935,JPN,Japan,,Prefecture,JPN.8_1,JP.FS,JP-07,Fukushima,福島県,Ken,Hukusima,,City,JPN.8.3_1,JP.FS.AZ,Aizuwakamatsu,会津若松市,Shi,,,,,,,,,,,,,,,,,,,,
000004d3-480d-4e16-bc5a-cdcdb6ae23b9,Mapillary,484779149450294,FRA,France,,Region,FRA.4_1,FR.CN,FR-CVL,Centre-Val de Loire,,Région,,45.0,Department,FRA.4.6_1,FR.LT,Loiret,,Département,,,Districts,FRA.4.6.2_1,,Orléans,,Arrondissement,,,Canton,FRA.4.6.2.6_1,Fleury-les-Aubrais,Canton,,,Commune,FRA.4.6.2.6.2_1,Fleury-les-Aubrais,Chef-lieu canton
000006ef-1c9e-411e-98d1-c10b5cfbe535,Mapillary,228525199034651,DEU,Germany,14.0,State,DEU.14_1,DE.SN,DE-SN,Sachsen,,Freistaat,Saxony,14612.0,District,DEU.14.3_1,DE.SN.DE,Dresden,,Kreisfreie Stadt,,146120000.0,Municipality,DEU.14.3.1_1,,Dresden,,Einheitsgemeinde,,146120000000.0,Town,DEU.14.3.1.1_1,Dresden,Stadt,,,,,,
00000802-1691-436f-a5c4-7aaa78a10c7e,KartaView,1212390509,JPN,Japan,,Prefecture,JPN.35_1,JP.ST,JP-11,Saitama,埼玉県,Ken,,,City,JPN.35.37_1,JP.ST.MT,Misato City,美里町,Shi,,,,,,,,,,,,,,,,,,,,
00000abb-222f-4b73-95a9-c0ac2323c52b,Mapillary,513799200047052,BOL,Bolivia,,Department,BOL.4_1,BO.LP,BO-L,La Paz,,Departamento,,,Province,BOL.4.17_2,,Murillo,,Provincia,,,Distrito,BOL.4.17.4_2,,Nuestra Señora de La Paz,,District,,,,,,,,,,,,
00000d9b-dd31-4652-9ce9-a90b4af45f5e,Mapillary,4662192483807719,CRI,Costa Rica,1.0,Province,CRI.7_1,CR.SJ,,San José,,Provincia,,1.0,Canton,CRI.7.15_1,CR.SJ.SJ,San José,,Cantón,,1.0,District,CRI.7.15.2_1,,El Carmen,,Distrito,,,,,,,,,,,,
00000df7-94d3-497f-af1d-37ef4f6645db,KartaView,600250418,BRA,Brazil,,State,BRA.25_1,BR.SP,,São Paulo,,Estado,,3550308.0,Municipality,BRA.25.565_2,,São Paulo,,Município,,,,,,,,,,,,,,,,,,,,
0000116b-c3b8-4bfc-957e-3569b2227bbc,Mapillary,251543493041513,TUR,Turkey,,Province,TUR.40_1,TR.IB,TR-34,Istanbul,,Il,İstanbul|Constantinople|Estambul,,District,TUR.40.32_1,TR.IB.SI,Şişli,,District,,,,,,,,,,,,,,,,,,,,
000011d0-6370-4bcc-8b12-1adda4927875,Mapillary,466469321100092,BRA,Brazil,,State,BRA.24_1,BR.SC,BR-SC,Santa Catarina,,Estado,Santa Catharina,4202404.0,Municipality,BRA.24.39_2,,Blumenau,,Município,,,,,,,,,,,,,,,,,,,,
00001205-dc9a-4c03-96c3-4bc7175d6745,Mapillary,120858987359185,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
000012f2-5097-43b7-927f-5a123e77cb75,Mapillary,1452434494946944,ITA,Italy,7.0,Region,ITA.9_1,,IT-42,Liguria,,Regione,Ligurie|Ligurien,10.0,Province,ITA.9.1_1,IT.GE,Genova,,Provincia,Genoa,,Commune,ITA.9.1.47_1,IT.GE.RC,Recco,,Commune,,,,,,,,,,,,
00001379-6825-4b85-ae6d-cf2694446805,Mapillary,898045371033853,PHL,Philippines,1339.0,Province,PHL.47_1,PH.MM,,Metropolitan Manila,,Lalawigan,,133900.0,City,PHL.47.6_1,PH.MM.MN,Manila,,Lungsod|Siyudad,"City of Manila|Manila, City of",,Village,PHL.47.6.842_1,,Barangay 865,,Barangay,,,,,,,,,,,,
0000175a-fca1-4acf-bf67-33b2636a9117,Mapillary,5482776568515654,KWT,Kuwait,,Province,KWT.4_1,KW.KU,,Al Kuwayt,العاصمه,Muhafazah,"Al Asimah, Capital, Kuwait",,,,,,,,,,,,,,,,,,,,,,,,,,,
000017b0-b4d2-46b5-9b86-0913ecd679fb,Mapillary,321074642709623,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.41_1,US.CA.SM,San Mateo,,County,,,,,,,,,,,,,,,,,,,,
000017b3-9375-4b1a-88e8-1084094dd7aa,Mapillary,1127650474412706,BRA,Brazil,,State,BRA.25_1,BR.SP,,São Paulo,,Estado,,3550308,Municipality,BRA.25.565_2,,São Paulo,,Município,,,,,,,,,,,,,,,,,,,,
0000197b-8162-442a-9279-92b960515793,Mapillary,973252303407550,JPN,Japan,,Prefecture,JPN.35_1,JP.ST,JP-11,Saitama,埼玉県,Ken,,,City,JPN.35.37_1,JP.ST.MT,Misato City,美里町,Shi,,,,,,,,,,,,,,,,,,,,
00001a99-1ace-43c6-9498-d282c1dc9b05,Mapillary,167367325341054,COL,Colombia,,Capital District,COL.5_2,CO.DC,,Bogotá D.C.,,Distrito Capital,Distrito Capital de Bogotá,,Municipality,COL.5.1_2,CO.DC,Bogotá D.C.,,Municipio,,,,,,,,,,,,,,,,,,,,
00001dc2-b46e-41fb-8c45-48d3b8c83a87,Mapillary,379458279944490,IND,India,,State,IND.10_1,IN.GA,IN-GA,Goa,,State,Gôa,,District,IND.10.2_1,IN.GA.SG,South Goa,,District,,,Taluk,IND.10.2.4_1,,Sambaji,,Taluk,Marmagao,,,,,,,,,,,
00001e32-153f-475c-bfcc-2a87561b6560,Mapillary,989596661611876,USA,United States,,State,USA.6_1,US.CO,US-CO,Colorado,,State,CO|Colo.,,County,USA.6.21_1,US.CO.EL,El Paso,,County,,,,,,,,,,,,,,,,,,,,
00001f2e-021c-40ba-86ff-1f2f45be9be3,Mapillary,202847641531567,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
00001ffc-445e-4c3c-a20d-ebf4401a4f95,Mapillary,360258455578791,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
0000201b-c22d-4bc6-94b6-300693906645,Mapillary,690386328862842,PHL,Philippines,1339.0,Province,PHL.47_1,PH.MM,,Metropolitan Manila,,Lalawigan,,133900.0,City,PHL.47.6_1,PH.MM.MN,Manila,,Lungsod|Siyudad,"City of Manila|Manila, City of",,Village,PHL.47.6.801_1,,Barangay 827,,Barangay,,,,,,,,,,,,
00002213-9511-4f5a-8966-6f1f0e448b43,Mapillary,631501881140986,JPN,Japan,,Metropolis,JPN.41_1,JP.TK,JP-13,Tokyo,東京都,To,Edo|Yedo|Tokio|T¢quio,,Special Ward,JPN.41.38_1,,Nakano,中野区,Special Ward,,,,,,,,,,,,,,,,,,,,
00002458-dd77-449f-929e-acb0d4530f12,Mapillary,2962097990689911,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.41_1,US.CA.SM,San Mateo,,County,,,,,,,,,,,,,,,,,,,,
00002476-9933-4c31-94d9-dc0060217c11,Mapillary,1810187632488810,GUF,French Guiana,,Arrondissement,GUF.1_1,GF.CY,,Cayenne,,Arrondissement,,,Commune,GUF.1.9_1,GF.CY.RM,Rémire-Montjoly,,Commune,Rémire-Montjoly|Montjoly,,,,,,,,,,,,,,,,,,,
00002798-fa6d-49c3-8815-e819049f54d8,Mapillary,858312822763281,DEU,Germany,8.0,State,DEU.1_1,DE.BW,,Baden-Württemberg,,Land,,8111.0,District,DEU.1.40_1,DE.BW.SU,Stuttgart,,Stadtkreis,,81110000.0,Municipality,DEU.1.40.1_1,,Stuttgart,,Einheitsgemeinde,,81110000000.0,Town,DEU.1.40.1.1_1,Stuttgart,Stadt,,,,,,
000028ee-9cb1-498b-b42f-b55fdae4899d,KartaView,144870077,USA,United States,,State,USA.23_1,US.MI,US-MI,Michigan,,State,MI|Mich.,,County,USA.23.67_1,US.MI.OD,Oakland,,County,,,,,,,,,,,,,,,,,,,,
00002a2d-f05d-42e7-90de-6fb2d5f605d4,Mapillary,1354911638224886,BEL,Belgium,,Region,BEL.1_1,,,Bruxelles,,Gewest,Brussel,,Capital Region,BEL.1.1_1,BE.BU,Bruxelles,,Hoofdstedelijk Gewest|Région Cap,Brussel Hoofstadt|Brusselse Hoof,,Arrondissement,BEL.1.1.1_1,BE.BU.BR,Brussel,,Arrondissement,Bruxelles,,Commune,BEL.1.1.1.2_1,Brussel,Commune,,,,,,
00002df8-b94f-4bac-bebb-e9bd41bbe711,Mapillary,3060406070858163,RUS,Russia,,City,RUS.43_1,,,Moscow City,,Gorod,,,District,RUS.43.1_1,,Central,,Okrug,Central Administrative Okrug,,,RUS.43.1.9_1,,122,,Raion,,,,,,,,,,,,
00002efb-4294-4acb-b235-cfa096640f2d,Mapillary,1616664558544394,USA,United States,,State,USA.26_1,US.MO,US-MO,Missouri,,State,MO,,County,USA.26.48_1,US.MO.JC,Jackson,,County,,,,,,,,,,,,,,,,,,,,
00002f89-5674-4e52-9c4e-039868d7a7f6,Mapillary,558143911814967,NLD,Netherlands,,Province,NLD.9_1,NL.NH,NL-NH,Noord-Holland,,Provincie,Holanda do Norte|Hollande-septen,,Municipality,NLD.9.4_1,NL.NH.AD,Amsterdam,,Gemeente,,,,,,,,,,,,,,,,,,,,
000030d4-5482-4c02-80b0-73b024b97bef,Mapillary,304241584410150,USA,United States,,State,USA.21_1,US.MD,US-MD,Maryland,,State,MD,,County,USA.21.3_1,US.MD.BA,Baltimore,,County,,,,,,,,,,,,,,,,,,,,
000033a2-f0e5-4a58-9d4b-1b94f80cecd8,Mapillary,543954586766986,USA,United States,,State,USA.22_1,US.MA,US-MA,Massachusetts,,State,Commonwealth of Massachusetts|MA,,County,USA.22.9_1,US.MA.MI,Middlesex,,County,,,,,,,,,,,,,,,,,,,,
000038e8-3ff1-4502-888d-ed4e5843edd7,Mapillary,108262588797128,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.38_1,US.CA.SF,San Francisco,,County,,,,,,,,,,,,,,,,,,,,
00003d08-62a4-4161-9291-b810ff78b76e,Mapillary,2414889938658694,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
00003d20-aab6-46ae-891e-4898f184a40e,Mapillary,312485453719026,BRA,Brazil,,State,BRA.25_1,BR.SP,,São Paulo,,Estado,,3550308,Municipality,BRA.25.565_2,,São Paulo,,Município,,,,,,,,,,,,,,,,,,,,
00003e0e-2771-42e7-9665-dbbf04bbba1a,Mapillary,5514172571991487,USA,United States,,State,USA.48_1,US.WA,US-WA,Washington,,State,WA|Wash.,,County,USA.48.17_1,US.WA.KN,King,,County,,,,,,,,,,,,,,,,,,,,
000041bd-8920-4886-977b-f580b2914cfe,Mapillary,295175412154073,PRY,Paraguay,,Department,PRY.9_1,PY.CE,PY-11,Central,,Departamento,,,District,PRY.9.15_1,PY.CE.SL,San Lorenzo,,Distrito,,,,,,,,,,,,,,,,,,,,
000041c0-aad4-407c-b7f6-d4647972cc73,KartaView,1393747809,GBR,United Kingdom,,Constituent Country,GBR.1_1,,,,,Constituent Country,,,Metropolitan Borough (City),GBR.1.54_1,GB.MN,,,Metropolitan Borough (City),,,Metropolitan borough (city),GBR.1.54.1_1,GB.MN.MN,Manchester,,Metropolitan borough (city),,,,GBR.1.54.1.11_1,Deansgate,,,,,,,
000043cb-197c-4d68-975b-d63c47f2422b,Mapillary,697422688053769,BHR,Bahrain,,Governorate,BHR.1_1,BH.CA,,Capital,,Muhafazah,Muhafazat al-'Asimah,,,,,,,,,,,,,,,,,,,,,,,,,,,
000047ea-e347-4bb9-95c2-5574626c53de,Mapillary,2786953031566054,DEU,Germany,5.0,State,DEU.10_1,DE.NW,DE-NW,Nordrhein-Westfalen,,Land,North Rhine-Westphalia,5111.0,District,DEU.10.10_1,DE.NW.DS,Düsseldorf,,Kreisfreie Stadt,,51110000.0,Municipality,DEU.10.10.1_1,,Düsseldorf,,Gemeinschaftsfreie Gemeinde,,51110000000.0,Town,DEU.10.10.1.1_1,Düsseldorf,Stadt,,,,,,
00004827-5afa-421b-ba18-53dd00a7f318,Mapillary,254675516448476,MDA,Moldova,,City,MDA.10_1,MD.CV,,Chişinău,,Municipiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00004972-8f91-4024-95a3-a880c110f89e,Mapillary,306594217689972,MYS,Malaysia,,Federal Territory,MYS.4_1,MY.KL,,Kuala Lumpur,,Wilayah Persekutuan,Federal Territory of Kuala Lumpu,,Federal Territory,MYS.4.1_1,MY.KL.KL,Kuala Lumpur,,Wilayah Persekutuan,,,,,,,,,,,,,,,,,,,,
00004dad-106d-4aa1-ad88-593e909e4af8,Mapillary,568275724315533,JPN,Japan,,Metropolis,JPN.41_1,JP.TK,JP-13,Tokyo,東京都,To,Edo|Yedo|Tokio|T¢quio,,Special Ward,JPN.41.47_1,,Shinjuku,新宿区,Special Ward,,,,,,,,,,,,,,,,,,,,
00004f00-f42b-4f9d-a885-1361c2b5275b,Mapillary,1163077337465267,JPN,Japan,,Prefecture,JPN.8_1,JP.FS,JP-07,Fukushima,福島県,Ken,Hukusima,,City,JPN.8.3_1,JP.FS.AZ,Aizuwakamatsu,会津若松市,Shi,,,,,,,,,,,,,,,,,,,,
00004f99-9a6c-468d-89aa-1d4a71ef735f,Mapillary,299980938472143,LBR,Liberia,30.0,County,LBR.11_1,LR.MO,LR-MO,Montserrado,,County,,4.0,District,LBR.11.2_1,,Greater Monrovia,,District,,,Clan,LBR.11.2.1_1,,Monrovia,,Clan,,,,,,,,,,,,
00004fda-0a9c-4993-ab08-34defe4d2bc0,KartaView,1171635497,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
00004fe7-3374-474a-a382-922246fc4a6a,Mapillary,512899953082024,TJK,Tajikistan,,City,TJK.1_1,TJ.DU,TJ-DU,Dushanbe,Душанбе,City,,,District,TJK.1.1_1,TJ.RR.LE,Rudaki,,Nohiya,,,,TJK.1.1.1_1,,n.a. ( 162),,,,,,,,,,,,,,
000051a3-891f-44c1-b851-12f3833fa561,Mapillary,463976878010789,BRN,Brunei,,District,BRN.2_1,BN.BM,,Brunei and Muara,,Daerah-Daerah,,,Mukim,BRN.2.13_1,BN.BM.GA,Gadong 'A',,Mukim,,,,,,,,,,,,,,,,,,,,
000051d7-c7dd-4106-89c3-1e7c76979f75,Mapillary,1352661181840053,COL,Colombia,,Capital District,COL.5_2,CO.DC,,Bogotá D.C.,,Distrito Capital,Distrito Capital de Bogotá,,Municipality,COL.5.1_2,CO.DC,Bogotá D.C.,,Municipio,,,,,,,,,,,,,,,,,,,,
00005ffb-31ae-4a57-8714-1fa9ba654c9a,Mapillary,1138762249977068,SRB,Serbia,,City,SRB.3_1,RS.BG,,Grad Beograd,Београд,Grad,Belgrade,,Town|Municipal,SRB.3.8_1,,Palilula,Палилула,Opštine,,,,,,,,,,,,,,,,,,,,
000061fd-e44b-427e-9b5a-fef2117eccd1,Mapillary,1186740138438724,GRC,Greece,,Decentralized administration,GRC.3_1,GR.AT,,Attica,Αττική,Apokentroménes dioikíseis,,,Region,GRC.3.1_1,,Attica,Αττική,Periféreia,,,Municipality,GRC.3.1.12_1,GR.AT.AT,Athens,Αθηναίων,Dímos,,,,,,,,,,,,
000065c0-7746-40e0-a5b1-acc46e7d727a,Mapillary,275470214261473,JPN,Japan,,Prefecture,JPN.8_1,JP.FS,JP-07,Fukushima,福島県,Ken,Hukusima,,City,JPN.8.3_1,JP.FS.AZ,Aizuwakamatsu,会津若松市,Shi,,,,,,,,,,,,,,,,,,,,
0000697f-e0d8-4ebb-b31f-1847a354baa0,Mapillary,232390955305132,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.38_1,US.CA.SF,San Francisco,,County,,,,,,,,,,,,,,,,,,,,
00006c2a-4ef5-4fc3-aa58-3da0eb5b2a9b,Mapillary,5427349390672311,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
0000709c-0188-45e2-91c9-f88aff7e05ff,Mapillary,831587744435061,FIN,Finland,,Province,FIN.4_1,FI.ES,,Southern Finland,,Lääni,Etelä-Suomen lääni|Södra Finland,,Region,FIN.4.5_1,,Uusimaa,,Maakunta|landskap,Uusimaa|Nyland,,Sub-Region,FIN.4.5.2_1,FI.ES.HK,Helsinki,,Seutukunta|Ekonomisk region,,,Municipality,FIN.4.5.2.2_1,Helsinki,Kunta|Kommun,Helsingfors,,,,,
0000728f-3c7a-4f83-8d61-98380f3f5329,Mapillary,241748577723796,JPN,Japan,,Metropolis,JPN.41_1,JP.TK,JP-13,Tokyo,東京都,To,Edo|Yedo|Tokio|T¢quio,,Special Ward,JPN.41.8_1,,Chūō,中央区,Special Ward,,,,,,,,,,,,,,,,,,,,
0000752e-63fc-4ebc-ab56-deb73bbae99c,Mapillary,732246417945968,PHL,Philippines,1339.0,Province,PHL.47_1,PH.MM,,Metropolitan Manila,,Lalawigan,,133900.0,City,PHL.47.6_1,PH.MM.MN,Manila,,Lungsod|Siyudad,"City of Manila|Manila, City of",,Village,PHL.47.6.349_1,,Barangay 424,,Barangay,,,,,,,,,,,,
000075ac-de43-4fb9-8bba-1582d114d856,Mapillary,1500999340292406,IMN,Isle of Man,,Town District,IMN.7_2,IM.MD,,Douglas,,Town District,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0000765a-a310-44e1-a313-fb9c3a8d6ced,KartaView,757993882,IDN,Indonesia,31,Province,IDN.7_1,ID.JK,ID-JK,Jakarta Raya,,Propinisi,,3171,City,IDN.7.3_1,ID.JK.JS,Jakarta Selatan,,Kota,,3171100,Sub-district,IDN.7.3.11_1,,Setiabudi,,Kecamatan,,3171100003.0,Urban Community,IDN.7.3.11.1_1,Karet Kuningan,Kelurahan,,,,,,
000076c3-6f5f-4640-9ed9-88a0277a531a,KartaView,476174685,BRA,Brazil,,State,BRA.25_1,BR.SP,,São Paulo,,Estado,,3550308.0,Municipality,BRA.25.565_2,,São Paulo,,Município,,,,,,,,,,,,,,,,,,,,
0000797a-75a6-46a7-a04b-d7ec742c2031,Mapillary,497308731421838,BRB,Barbados,,Parish,BRB.8_1,BB.MI,BB-08,Saint Michael,,Parish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00007bb1-fb5f-4138-a681-114d590669dc,Mapillary,5465891683484893,SLV,El Salvador,,Department,SLV.9_1,SV.SM,SV-SM,San Miguel,,Departamento,,,Municipality,SLV.9.17_1,SV.SM.SM,San Miguel,,Municipio,,,,,,,,,,,,,,,,,,,,
00008006-5b58-4a39-8a61-eaa0acefc622,KartaView,842878474,CHE,Switzerland,,Canton,CHE.6_1,CH.BE,CH-BE,Bern,,Kanton,Berna|Berne,,District,CHE.6.3_1,CH.BE.BE,Bern,,District,,,Municipality,CHE.6.3.1_1,,Berne,,Commune,,,,,,,,,,,,
00008014-cf4e-4cac-b124-d5d82c633327,KartaView,1161002634,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
000082c5-9abd-46be-8e9e-826e4fe2e30a,Mapillary,107551058313143,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
0000851a-5a5c-47bf-9121-c2c6cc142548,Mapillary,1121845741866272,LUX,Luxembourg,,District,LUX.3_1,LU.LU,LU-LU,Luxembourg,,District,Lëtzebuerg|Luxemburg,,Canton,LUX.3.3_1,LU.LU.LU,Luxembourg,,Canton,,,Commune,LUX.3.3.4_1,,Luxembourg,,Commune,,,Quarter,LUX.3.3.4.3_1,Bouneweg-Nord/Verluerekascht,Quartier,Bonnevoie-Nord-Verlorenkost|Bonn,,,,,
00008649-4227-4010-97b0-139e8db9d52c,Mapillary,246844183899052,JPN,Japan,,Prefecture,JPN.19_1,JP.KN,JP-14,Kanagawa,神奈川県,Ken,,,City,JPN.19.29_1,JP.KN.YH,Yokohama,横浜市,Shi,,,,,,,,,,,,,,,,,,,,
00008b93-9f90-4492-8df7-7e0b69721952,Mapillary,758631731494991,MDA,Moldova,,City,MDA.10_1,MD.CV,,Chişinău,,Municipiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00008bd7-4105-4174-9311-c15388436fc9,Mapillary,981761429279840,GBR,United Kingdom,,Constituent Country,GBR.1_1,,,,,Constituent Country,,,Unitary Authority (City),GBR.1.12_1,GB.BS,,,Unitary Authority (City),,,Unitary authority (city),GBR.1.12.1_1,GB.BS.BS,Bristol,,Unitary authority (city),,,,GBR.1.12.1.7_1,Central,,,,,,,
00008c52-38df-4029-a4f0-92030d04250f,Mapillary,401527094240191,POL,Poland,14.0,Voivodeship,POL.7_1,,PL-14,Mazowieckie,,Województwo,,1438.0,County,POL.7.42_1,,Żyrardów,,Powiat,,1438023.0,Municipality (urban-rural),POL.7.42.1_1,,Mszczonów,,Gmina (urban-rural),,,,,,,,,,,,
00008f2a-18b1-4aa4-8ec3-2b8d2bfeaec2,Mapillary,429600902295510,COL,Colombia,,Department,COL.21_2,CO.ME,CO-MET,Meta,,Departamento,,,Municipality,COL.21.28_2,CO.ME.VV,Villavicencio,,Municipio,,,,,,,,,,,,,,,,,,,,
000093e1-3798-4256-8ea3-179303e94ba2,KartaView,350386705,BRA,Brazil,,State,BRA.19_1,BR.RJ,BR-RJ,Rio de Janeiro,,Estado,,3306305.0,Municipality,BRA.19.92_2,,Volta Redonda,,Município,,,,,,,,,,,,,,,,,,,,
00009445-db4c-463f-9b36-61a33182d7e0,Mapillary,2682127185244914,USA,United States,,State,USA.6_1,US.CO,US-CO,Colorado,,State,CO|Colo.,,County,USA.6.21_1,US.CO.EL,El Paso,,County,,,,,,,,,,,,,,,,,,,,
000096a4-8b04-40df-a61f-39c2ffab9157,Mapillary,719281592415420,CUW,Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000096cb-4fdd-4c54-96ae-ca753535b2c9,Mapillary,1661705697373091,AUT,Austria,,State,AUT.9_1,AT.WI,AT-9,Wien,,Bundesländ,Vienna|Viena,,Statutory City,AUT.9.1_2,,Wien Stadt,,Statutarstadt,,,Municipality,AUT.9.1.1_2,,Wien,,Gemeinde,,,Cadastral community,AUT.9.1.1.30_2,Innere Stadt,Katastralgemeinde,,,,,,
00009927-330b-4ed6-937c-114b0553759d,Mapillary,757940838238184,SVN,Slovenia,,Statistical Region,SVN.7_1,SI.LJ,,Osrednjeslovenska,,Statisticna Regije,Ljubljana,,Commune|Municipality,SVN.7.14_1,SI.LJ.LJ,Ljubljana,,Opcine,,,,,,,,,,,,,,,,,,,,
000099fa-ee88-46dc-9a2e-aa7feb5dba39,KartaView,900339526,MYS,Malaysia,,Federal Territory,MYS.4_1,MY.KL,,Kuala Lumpur,,Wilayah Persekutuan,Federal Territory of Kuala Lumpu,,Federal Territory,MYS.4.1_1,MY.KL.KL,Kuala Lumpur,,Wilayah Persekutuan,,,,,,,,,,,,,,,,,,,,
00009a4a-7150-4eed-b9c6-1f9afe7cb40f,KartaView,187007795,USA,United States,,State,USA.23_1,US.MI,US-MI,Michigan,,State,MI|Mich.,,County,USA.23.67_1,US.MI.OD,Oakland,,County,,,,,,,,,,,,,,,,,,,,
00009c3e-c799-45fe-a7d3-2d0d07d4425d,Mapillary,329871658760899,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
00009c79-4867-4127-bc6d-0a63fa584f5a,KartaView,312586357,USA,United States,,State,USA.3_1,US.AZ,US-AZ,Arizona,,State,AZ|Ariz.,,County,USA.3.8_1,US.AZ.MA,Maricopa,,County,,,,,,,,,,,,,,,,,,,,
00009d96-24e2-4a08-9cce-51ee71f3eea7,Mapillary,4227574743943507,MYS,Malaysia,,Federal Territory,MYS.4_1,MY.KL,,Kuala Lumpur,,Wilayah Persekutuan,Federal Territory of Kuala Lumpu,,Federal Territory,MYS.4.1_1,MY.KL.KL,Kuala Lumpur,,Wilayah Persekutuan,,,,,,,,,,,,,,,,,,,,
00009ddd-4a76-4401-9afd-12beb54b92fa,Mapillary,978492022688460,THA,Thailand,14.0,Province,THA.46_1,TH.PA,TH-14,Phra Nakhon Si Ayutthaya,จังหวัดพระนครศรีอยุธยา,Changwat,Phranakhon Si Ayutthaya|Ayudhya|,1401.0,District,THA.46.11_1,TH.PA.PN,Phra Nakhon Si Ayutthaya,อำเภอพระนครศรีอยุธยา,Amphoe,,,Sub district,THA.46.11.10_1,,Lumphli,,Tambon,Lum Phli,,,,,,,,,,,
00009f83-2ed3-4892-97b3-9dc8e9f98fb1,Mapillary,1359321637785816,NLD,Netherlands,,Province,NLD.9_1,NL.NH,NL-NH,Noord-Holland,,Provincie,Holanda do Norte|Hollande-septen,,Municipality,NLD.9.4_1,NL.NH.AD,Amsterdam,,Gemeente,,,,,,,,,,,,,,,,,,,,
0000a146-61fa-467b-8a33-ab774e09d3a8,Mapillary,961756537700162,CAN,Canada,35.0,Province,CAN.9_1,CA.ON,CA-ON,Ontario,,Province,Upper Canada,19.0,Regional Municipality,CAN.9.53_1,CA.ON.YO,York,,Regional Municipality,,,Town,CAN.9.53.1_1,,Aurora,,Town,,,,,,,,,,,,
