uuid,source,orig_id,GID_0,COUNTRY,CC_1,ENGTYPE_1,GID_1,HASC_1,ISO_1,NAME_1,NL_NAME_1,TYPE_1,VARNAME_1,CC_2,ENGTYPE_2,GID_2,HASC_2,NAME_2,NL_NAME_2,TYPE_2,VARNAME_2,CC_3,ENGTYPE_3,GID_3,HASC_3,NAME_3,NL_NAME_3,TYPE_3,VARNAME_3,CC_4,ENGTYPE_4,GID_4,NAME_4,TYPE_4,VARNAME_4,CC_5,ENGTYPE_5,GID_5,NAME_5,TYPE_5
00021dff-95f1-4ec9-8358-780a1de8dfbf,Mapillary,391272699385689,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.37_1,US.CA.SD,San Diego,,County,,,,,,,,,,,,,,,,,,,,
00021e70-83a1-49cb-85fd-4283a7725b41,Mapillary,1122650828239680,PRY,Paraguay,,Department,PRY.9_1,PY.CE,PY-11,Central,,Departamento,,,District,PRY.9.15_1,PY.CE.SL,San Lorenzo,,Distrito,,,,,,,,,,,,,,,,,,,,
00022192-efa5-4284-96ec-15969e447c9c,Mapillary,984101809203895,EST,Estonia,,County,EST.1_1,EE.HA,,Harju,,Maakond,Harjumaa|Harju maakond,,Town,EST.1.20_1,EE.HA.TA,Tallinn,,Linn,,,Administrative District,EST.1.20.3_1,,Kesklinna,,Linnaosa,,,,,,,,,,,,
0002230c-f476-4263-9fb7-8adeefcc6b03,Mapillary,175412634752166,SEN,Senegal,1.0,Region,SEN.1_1,SN.DK,SN-DK,Dakar,,Région,Cap Vert|Dacar,11.0,Department,SEN.1.1_1,SN.DK.DK,Dakar,,Département,,113014.0,Arrondissement,SEN.1.1.4_1,,Parcelles Assainies,,Arrondissment,,1130141.0,Commune,SEN.1.1.4.2_1,Grand Yoff,Commune,,,,,,
000224db-6650-4695-b092-5ea7ac0158ff,Mapillary,321604812655592,GRC,Greece,,Decentralized administration,GRC.3_1,GR.AT,,Attica,Αττική,Apokentroménes dioikíseis,,,Region,GRC.3.1_1,,Attica,Αττική,Periféreia,,,Municipality,GRC.3.1.12_1,GR.AT.AT,Athens,Αθηναίων,Dímos,,,,,,,,,,,,
000224fa-c0d1-461a-adf8-c174c2e3f3dc,Mapillary,2834253030162962,JPN,Japan,,Metropolis,JPN.41_1,JP.TK,JP-13,Tokyo,東京都,To,Edo|Yedo|Tokio|T¢quio,,Special Ward,JPN.41.33_1,,Minato,港区,Special Ward,,,,,,,,,,,,,,,,,,,,
00022ad8-ac65-420b-8fee-1aa3e470d2be,Mapillary,296061158843920,FRA,France,,Region,FRA.8_1,FR.IF,,Île-de-France,,Région,,77.0,Department,FRA.8.4_1,FR.SE,Seine-et-Marne,,Département,,,Districts,FRA.8.4.5_1,,Torcy,,Arrondissement,,,Canton,FRA.8.4.5.4_1,Lagny-sur-Marne,Canton,,,Commune,FRA.8.4.5.4.2_1,Lagny-sur-Marne,Chef-lieu canton
00022b7f-fad0-4373-8ae7-54549800cb60,KartaView,806475706,MYS,Malaysia,,Federal Territory,MYS.4_1,MY.KL,,Kuala Lumpur,,Wilayah Persekutuan,Federal Territory of Kuala Lumpu,,Federal Territory,MYS.4.1_1,MY.KL.KL,Kuala Lumpur,,Wilayah Persekutuan,,,,,,,,,,,,,,,,,,,,
0002310c-a94c-4b42-9ae8-5d8bb01a7286,Mapillary,497200191422604,PRY,Paraguay,,Capital District,PRY.4_1,PY.AS,,Asunción,,Distrito Capital,,,District,PRY.4.1_1,PY.AS.AS,Asunción,,Distrito,,,,,,,,,,,,,,,,,,,,
00023288-1628-4af7-b742-4b698ae36b1c,Mapillary,1040367496903176,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
000232cb-b4cb-4a5d-b369-d6c3c7017e5a,Mapillary,240054587913129,ITA,Italy,16.0,Region,ITA.2_1,,,Apulia,,Regione,Apulien|Pouilles|Pouille|Puglia|,72.0,Province,ITA.2.1_1,IT.BB,Bari,,Provincia,,,Commune,ITA.2.1.8_1,IT.BB.BO,Bitonto,,Commune,,,,,,,,,,,,
00023685-13a6-4bfb-836a-95ac8717fd86,Mapillary,730438024984362,ESP,Spain,10.0,Autonomous Community,ESP.10_1,ES.VC,,Comunidad Valenciana,,Comunidad Autónoma,Valencia|Communauté de Valence|C,3.0,Province,ESP.10.1_1,ES.VC.AN,Alicante,,Provincia,Alacant,,Comarca,ESP.10.1.9_1,,Vinalopo,,Comarca,,,Municipality,ESP.10.1.9.3_1,Elche,Municipality,Elx,,,,,
00023878-21a3-4391-918d-3c38e0773af6,Mapillary,3954780151223789,BRA,Brazil,,State,BRA.25_1,BR.SP,,São Paulo,,Estado,,3550308,Municipality,BRA.25.565_2,,São Paulo,,Município,,,,,,,,,,,,,,,,,,,,
00023b79-829f-41d3-93f3-db4524941f98,Mapillary,450495266047478,ITA,Italy,9.0,Region,ITA.16_1,,IT-52,Toscana,,Regione,Tuscany|Toscane|Toskana,50.0,Province,ITA.16.7_1,IT.PI,Pisa,,Provincia,Pise,,Commune,ITA.16.7.26_1,IT.PI.PI,Pisa,,Commune,,,,,,,,,,,,
00023ca8-d194-4c19-a853-c04f34f83956,Mapillary,814535772514428,ALB,Albania,80042.0,County,ALB.11_1,AL.TI,,Tiranë,,Qark,Tiran|Tirana,,,ALB.11.2_1,,Tiranës,,,,,,ALB.11.2.15_1,,Tiranë,,,,,,,,,,,,,,
00023d0e-ad64-4e03-88ba-2d6130e4040d,Mapillary,230472632206984,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
00024028-2b4f-4da5-b5c9-d37945ba284c,Mapillary,944398576295378,XKO,Kosovo,,District,XKO.5_1,,,Pristina,,Okrug,,,Town|Municipal,XKO.5.7_1,,Priština,Приштина,Opštine,Prishtinë|Prishtina,,,,,,,,,,,,,,,,,,,
0002477a-fe49-4ed3-966e-7a07959aa214,Mapillary,540462584316003,HUN,Hungary,,Capital City,HUN.5_1,HU.BU,HU-BU,Budapest,,Fovaros,Budapeste,,Subregion,HUN.5.1_1,,Budapesti,,Kistérség,,,,,,,,,,,,,,,,,,,,
00024934-0fa0-449c-b4d4-b18893efd506,Mapillary,946135625954539,RUS,Russia,,City,RUS.43_1,,,Moscow City,,Gorod,,,District,RUS.43.1_1,,Central,,Okrug,Central Administrative Okrug,,,RUS.43.1.7_1,,117,,Raion,,,,,,,,,,,,
000249eb-4963-4246-9e22-65218bce08b8,Mapillary,567597987540122,THA,Thailand,50.0,Province,THA.10_1,TH.CM,TH-50,Chiang Mai,จังหวัดเชียงใหม่,Changwat,,5001.0,District,THA.10.16_1,TH.CM.CM,Muang Chiang Mai,อำเภอเมืองเชียงใหม่,Amphoe,,,Sub district,THA.10.16.1_1,,,,Tambon,,,,,,,,,,,,
00024b34-2e78-4655-ac8f-c9e5cf7ac3d0,Mapillary,4243602992330287,AUS,Australia,1.0,State,AUS.5_1,AU.NS,AU-NSW,New South Wales,,State,,17200.0,City,AUS.5.122_1,AU.NS.SY,Sydney,,City,,,,,,,,,,,,,,,,,,,,
00024cf4-a6af-4ba3-b9c9-1d17c09e49a5,KartaView,314248639,USA,United States,,State,USA.21_1,US.MD,US-MD,Maryland,,State,MD,,County,USA.21.3_1,US.MD.BA,Baltimore,,County,,,,,,,,,,,,,,,,,,,,
00024d6f-5b44-4023-ba32-9df8073b69f3,Mapillary,224574352768245,CHL,Chile,RM,Metropolian Region,CHL.14_1,CL.RM,,Santiago Metropolitan,,Región Metropolitana,Región Metropolitana|Région Metr,,Province,CHL.14.5_1,CL.RM.SG,Santiago,,Provincia,,,Municipality,CHL.14.5.31_1,,Santiago,,Comuna,,,,,,,,,,,,
0002517b-6040-4898-bae4-770a023c68bc,Mapillary,225489088915957,ARE,United Arab Emirates,,Emirate,ARE.1_1,AE.AZ,,Abu Dhabi,إمارة أبوظبي,Emirate,,,Municipal Region,ARE.1.1_1,,Abu Dhabi,أبو ظبي,Municipal Region,Central Capital District,,Municipality,ARE.1.1.3_1,,Abu Dhabi Island,,Municipality,,,,,,,,,,,,
000255a2-57cb-45b9-9bab-ca5f362e671f,Mapillary,488476435717791,ALB,Albania,80042.0,County,ALB.11_1,AL.TI,,Tiranë,,Qark,Tiran|Tirana,,,ALB.11.2_1,,Tiranës,,,,,,ALB.11.2.15_1,,Tiranë,,,,,,,,,,,,,,
000256a2-3b4b-40ed-a7fd-d97681a192d3,Mapillary,888173095868169,KWT,Kuwait,,Province,KWT.4_1,KW.KU,,Al Kuwayt,العاصمه,Muhafazah,"Al Asimah, Capital, Kuwait",,,,,,,,,,,,,,,,,,,,,,,,,,,
000257b5-c42e-45f5-b7f4-2160871769b4,Mapillary,232418975365342,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.34_1,US.CA.SC,Sacramento,,County,,,,,,,,,,,,,,,,,,,,
00025851-67a8-423b-a74d-a975eed07575,Mapillary,189330976946860,AUT,Austria,,State,AUT.9_1,AT.WI,AT-9,Wien,,Bundesländ,Vienna|Viena,,Statutory City,AUT.9.1_2,,Wien Stadt,,Statutarstadt,,,Municipality,AUT.9.1.1_2,,Wien,,Gemeinde,,,Cadastral community,AUT.9.1.1.30_2,Innere Stadt,Katastralgemeinde,,,,,,
0002585f-5ea6-40d4-b883-717b662aa77e,KartaView,1114491178,MDA,Moldova,,City,MDA.10_1,MD.CV,,Chişinău,,Municipiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000259e9-9a7c-4c79-bfd4-4f7aef23d388,Mapillary,189659159678508,LTU,Lithuania,,County,LTU.10_1,LT.VI,,Vilniaus,,Apskritis,Vilnius|Wilna|Vilna|Vilnious,,District Municipality,LTU.10.6_1,LT.VI.VL,Vilniaus,,Rajono Savivaldybe,Vilnius,,,,,,,,,,,,,,,,,,,
00025bf2-8522-40c9-a164-ba73d2924fd6,Mapillary,124457886603671,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
00025d17-51c6-4d37-8202-03642a9dab33,Mapillary,5701371546571463,CZE,Czechia,,Region,CZE.11_1,CZ.SK,,Prague,,Kraj,Prag |Hlavní město Praha,,District,CZE.11.1_1,,Praha 1,,Okres,,,,,,,,,,,,,,,,,,,,
00025ec9-b4df-40dd-b36f-53e493f6cb4f,Mapillary,973200806767094,DEU,Germany,8.0,State,DEU.1_1,DE.BW,,Baden-Württemberg,,Land,,8111.0,District,DEU.1.40_1,DE.BW.SU,Stuttgart,,Stadtkreis,,81110000.0,Municipality,DEU.1.40.1_1,,Stuttgart,,Einheitsgemeinde,,81110000000.0,Town,DEU.1.40.1.1_1,Stuttgart,Stadt,,,,,,
00025f4d-4d0b-4b74-976a-33c3cb4e4014,Mapillary,270195768343186,JPN,Japan,,Prefecture,JPN.35_1,JP.ST,JP-11,Saitama,埼玉県,Ken,,,City,JPN.35.37_1,JP.ST.MT,Misato City,美里町,Shi,,,,,,,,,,,,,,,,,,,,
0002612c-2d4b-4a26-8947-aefb7cd36933,KartaView,1274238165,ESP,Spain,16.0,Autonomous Community,ESP.16_1,ES.PV,,País Vasco,,Comunidad Autónoma,Basque Country|Baskenland|Basque,20.0,Province,ESP.16.2_1,ES.PV.GP,Guipúzcoa,,Provincia,,,Comarca,ESP.16.2.1_1,,n.a. (124),,Comarca,,,Municipality,ESP.16.2.1.32_1,Donostia-San Sebastián,Municipality,Donostia,,,,,
000261ce-0d8a-4b49-a836-490a4f6bd96d,KartaView,1465701,CAN,Canada,35.0,Province,CAN.9_1,CA.ON,CA-ON,Ontario,,Province,Upper Canada,6.0,Census Division,CAN.9.35_1,CA.ON.OT,Ottawa,,Census Division,,,City,CAN.9.35.1_1,,Ottawa,,Cité,,,,,,,,,,,,
0002626e-58d7-46ba-9062-7b9dde12f7e7,Mapillary,1039435286894609,COL,Colombia,,Capital District,COL.5_2,CO.DC,,Bogotá D.C.,,Distrito Capital,Distrito Capital de Bogotá,,Municipality,COL.5.1_2,CO.DC,Bogotá D.C.,,Municipio,,,,,,,,,,,,,,,,,,,,
00026501-c2a4-43d1-901d-81551bce4d1d,Mapillary,336265104519730,FIN,Finland,,Province,FIN.4_1,FI.ES,,Southern Finland,,Lääni,Etelä-Suomen lääni|Södra Finland,,Region,FIN.4.5_1,,Uusimaa,,Maakunta|landskap,Uusimaa|Nyland,,Sub-Region,FIN.4.5.2_1,FI.ES.HK,Helsinki,,Seutukunta|Ekonomisk region,,,Municipality,FIN.4.5.2.2_1,Helsinki,Kunta|Kommun,Helsingfors,,,,,
0002652f-d430-471f-8873-bdbfcc9cc375,Mapillary,567239564263349,TWN,Taiwan,,Special Municipality,TWN.6_1,TW.TP,TW-TPE,Taipei,台北,Zhíxiáshì,Taibei|Taipé|Taipeh,,Special Municipality,TWN.6.1_1,TW.TP.TC,Taipei,台北市,Zhíxiáshì,Táiběi Shì,,,,,,,,,,,,,,,,,,,
0002669b-5f43-4c1a-a1df-879254f1e83e,Mapillary,138021838316860,CRI,Costa Rica,1.0,Province,CRI.7_1,CR.SJ,,San José,,Provincia,,1.0,Canton,CRI.7.15_1,CR.SJ.SJ,San José,,Cantón,,1.0,District,CRI.7.15.2_1,,El Carmen,,Distrito,,,,,,,,,,,,
000268c0-620f-4029-a385-c86deca7b924,Mapillary,4595478163813575,BRA,Brazil,,State,BRA.25_1,BR.SP,,São Paulo,,Estado,,3550308.0,Municipality,BRA.25.565_2,,São Paulo,,Município,,,,,,,,,,,,,,,,,,,,
00026964-4026-4571-ac59-d60ce4d8e9e9,KartaView,11809536,CAN,Canada,59.0,Province,CAN.2_1,CA.BC,CA-BC,British Columbia,,Province,Colombie britannique|New Caledon,15.0,Regional District,CAN.2.14_1,CA.BC.GV,Greater Vancouver,,Regional District,,,City,CAN.2.14.34_1,,Vancouver,,Cité,,,,,,,,,,,,
000269a3-6109-4c4f-b21f-80dc52a9af9d,Mapillary,316637603760690,COL,Colombia,,Department,COL.28_2,CO.ST,CO-SAN,Santander,,Departamento,,,Municipality,COL.28.9_2,CO.ST.BU,Bucaramanga,,Municipio,,,,,,,,,,,,,,,,,,,,
00026df7-72b6-42b7-b7da-ab9af1cef322,Mapillary,756476685065679,ARG,Argentina,,Federal District,ARG.5_1,AR.DF,,Ciudad de Buenos Aires,,Distrito Federal,BUENOS AIRES D.F.|Capital Federa,,Federal District,ARG.5.1_1,AR.DF.DF,Distrito Federal,,Distrito Federal,Distrito Escolar X|Capital Feder,,,,,,,,,,,,,,,,,,,
00026fba-6ed4-494d-b98e-80ea1ac6613d,Mapillary,1427642794277387,FRA,France,,Region,FRA.13_1,FR.PR,,Provence-Alpes-Côte d'Azur,,Région,,13.0,Department,FRA.13.3_1,FR.BD,Bouches-du-Rhône,,Département,,,Districts,FRA.13.3.4_1,,Marseille,,Arrondissement,,,Canton,FRA.13.3.4.14_1,"Marseille, 2e arrondissement",Canton,,,Commune,FRA.13.3.4.14.1_1,"Marseille, 2e arrondissement",Commune simple
000270a9-b186-4a4d-968d-59b1bd607797,KartaView,358114157,NZL,New Zealand,9.0,Region,NZL.18_1,NZ.WG,NZ-WGN,Wellington,,Region,,47.0,City,NZL.18.8_1,NZ.WG.WE,Wellington,,City,,,,,,,,,,,,,,,,,,,,
0002727f-d175-4a51-b13c-f07dc9d0da1d,Mapillary,328182245850185,QAT,Qatar,,Municipality,QAT.1_1,QA.DA,QA-DA,Ad Dawhah,الدوحة,Baladiyah,Doha,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002734f-d262-4a90-9fa6-e8c0787bdb3b,Mapillary,826347597976279,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.34_1,US.CA.SC,Sacramento,,County,,,,,,,,,,,,,,,,,,,,
00027728-9102-4990-a50f-73f2bfdc5ad7,Mapillary,325186012406626,THA,Thailand,50.0,Province,THA.10_1,TH.CM,TH-50,Chiang Mai,จังหวัดเชียงใหม่,Changwat,,5001.0,District,THA.10.16_1,TH.CM.CM,Muang Chiang Mai,อำเภอเมืองเชียงใหม่,Amphoe,,,Sub district,THA.10.16.2_1,,Chang Phueak,,Tambon,,,,,,,,,,,,
00027785-cd3f-427a-b392-16e3b02e9cd1,Mapillary,823062101974329,JPN,Japan,,Metropolis,JPN.41_1,JP.TK,JP-13,Tokyo,東京都,To,Edo|Yedo|Tokio|T¢quio,,City,JPN.41.26_1,JP.TK.KG,Koganei,小金井市,Shi,,,,,,,,,,,,,,,,,,,,
000277f3-e578-452c-9f49-42113f65e2df,Mapillary,745253192831000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002798e-2a15-4c6c-a19f-bad1d195a68c,Mapillary,477666020181569,DNK,Denmark,,Region,DNK.1_1,DK.HS,DK-84,Hovedstaden,,Region,Capital,,Municipality,DNK.1.25_1,DK.HS.KO,København,,Kommune,,,,,,,,,,,,,,,,,,,,
00027cb2-09b7-4a77-b0b1-94064fcac237,Mapillary,466468804615755,USA,United States,,State,USA.22_1,US.MA,US-MA,Massachusetts,,State,Commonwealth of Massachusetts|MA,,County,USA.22.9_1,US.MA.MI,Middlesex,,County,,,,,,,,,,,,,,,,,,,,
00027dc4-bca5-4d03-9864-8d9f7fb450f4,Mapillary,301806161695357,USA,United States,,State,USA.6_1,US.CO,US-CO,Colorado,,State,CO|Colo.,,County,USA.6.21_1,US.CO.EL,El Paso,,County,,,,,,,,,,,,,,,,,,,,
00027ee9-9033-4539-99ac-a530e4baacee,Mapillary,1042729759682986,EST,Estonia,,County,EST.1_1,EE.HA,,Harju,,Maakond,Harjumaa|Harju maakond,,Town,EST.1.20_1,EE.HA.TA,Tallinn,,Linn,,,Administrative District,EST.1.20.3_1,,Kesklinna,,Linnaosa,,,,,,,,,,,,
00027f15-ba88-4c1d-9c9e-b7ca32332d2f,Mapillary,369932034443702,MEX,México,,State,MEX.15_1,MX.MX,,México,,Estado,,,Municipality,MEX.15.106_2,,Tlalnepantla de Baz,,Município,,,,,,,,,,,,,,,,,,,,
00028204-afd4-4dd5-b49a-37f4ca9bb044,KartaView,408041238,MNE,Montenegro,,Municipality,MNE.16_1,ME.PG,ME-16,Podgorica,,Opština,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00028245-53a9-4cfb-b4e9-6dc9835c7ac5,Mapillary,478366666814421,XKO,Kosovo,,District,XKO.5_1,,,Pristina,,Okrug,,,Town|Municipal,XKO.5.7_1,,Priština,Приштина,Opštine,Prishtinë|Prishtina,,,,,,,,,,,,,,,,,,,
00028268-779d-4ae3-b14b-1d030749a019,Mapillary,488965719114502,SWE,Sweden,,County,SWE.15_1,SE.ST,,Stockholm,,Län,Stockholms län|Estocolmo|Stoccol,,Municipality,SWE.15.18_1,SE.ST.ST,Stockholm,,Kommuner,,,,,,,,,,,,,,,,,,,,
0002850a-144b-4867-8259-0c6ceb29ba59,Mapillary,468896587546878,TWN,Taiwan,,Special Municipality,TWN.6_1,TW.TP,TW-TPE,Taipei,台北,Zhíxiáshì,Taibei|Taipé|Taipeh,,Special Municipality,TWN.6.1_1,TW.TP.TC,Taipei,台北市,Zhíxiáshì,Táiběi Shì,,,,,,,,,,,,,,,,,,,
0002857b-f659-40de-95f3-7a1854ad988e,Mapillary,4258132417603796,USA,United States,,State,USA.23_1,US.MI,US-MI,Michigan,,State,MI|Mich.,,County,USA.23.41_1,US.MI.KN,Kent,,County,,,,,,,,,,,,,,,,,,,,
000285fb-cf5d-4cfc-b9d9-134530897beb,Mapillary,3033464460214927,BIH,Bosnia and Herzegovina,,Entity,BIH.2_1,BA.BF,,Federacija Bosna i Hercegovina,,Entity,Federation of Bosnia and Herzego,,Canton,BIH.2.6_1,BA.SA,Sarajevo,,Županija,Sarajevski| Sarajevo-Romanija| S,,Commune,BIH.2.6.7_1,,Stari Grad Sarajevo,,Opčine,Srpski Stari Grad,,,,,,,,,,,
00028906-707b-4f7f-9dcf-2ec7f06ceae0,Mapillary,572045160526445,COL,Colombia,,Capital District,COL.5_2,CO.DC,,Bogotá D.C.,,Distrito Capital,Distrito Capital de Bogotá,,Municipality,COL.5.1_2,CO.DC,Bogotá D.C.,,Municipio,,,,,,,,,,,,,,,,,,,,
0002929a-6c9f-4168-824f-2d114d98aaeb,Mapillary,156097226474218,JPN,Japan,,Prefecture,JPN.16_1,JP.IW,JP-03,Iwate,岩手県,Ken,,,City,JPN.16.25_1,,Ōshū,奥州市,Shi,,,,,,,,,,,,,,,,,,,,
000293f0-45fc-4a49-b97e-3280aec8e615,Mapillary,3038461273100737,EST,Estonia,,County,EST.1_1,EE.HA,,Harju,,Maakond,Harjumaa|Harju maakond,,Town,EST.1.20_1,EE.HA.TA,Tallinn,,Linn,,,Administrative District,EST.1.20.3_1,,Kesklinna,,Linnaosa,,,,,,,,,,,,
000294bf-9594-4452-a7c6-f20f7b4dd5e4,Mapillary,164697738993481,USA,United States,,State,USA.36_1,US.OH,US-OH,Ohio,,State,OH|Ohio,,County,USA.36.9_1,US.OH.BU,Butler,,County,,,,,,,,,,,,,,,,,,,,
00029996-e6ff-46d4-a9fc-1152da163b6b,Mapillary,847003885917705,USA,United States,,Federal District,USA.9_1,US.DC,US-DC,District of Columbia,,Federal District,DC|D.C.,,District,USA.9.1_1,US.DC.DI,District of Columbia,,District,,,,,,,,,,,,,,,,,,,,
000299cf-bdf8-4bcc-be75-097d9e54e18a,Mapillary,551577655838195,DEU,Germany,8.0,State,DEU.1_1,DE.BW,,Baden-Württemberg,,Land,,8111.0,District,DEU.1.40_1,DE.BW.SU,Stuttgart,,Stadtkreis,,81110000.0,Municipality,DEU.1.40.1_1,,Stuttgart,,Einheitsgemeinde,,81110000000.0,Town,DEU.1.40.1.1_1,Stuttgart,Stadt,,,,,,
0002a127-c96f-4e8b-b57a-38a6a4afe587,Mapillary,667012644750953,HUN,Hungary,,Capital City,HUN.5_1,HU.BU,HU-BU,Budapest,,Fovaros,Budapeste,,Subregion,HUN.5.1_1,,Budapesti,,Kistérség,,,,,,,,,,,,,,,,,,,,
0002a181-954f-463b-931c-501d9bb7560d,Mapillary,144265167716165,USA,United States,,State,USA.33_1,US.NY,US-NY,New York,,State,NY|N.Y.,,County,USA.33.24_1,US.NY.KI,Kings,,County,,,,,,,,,,,,,,,,,,,,
0002a203-e2b9-4f16-994b-a9e1c118317f,Mapillary,903122917199027,USA,United States,,State,USA.23_1,US.MI,US-MI,Michigan,,State,MI|Mich.,,County,USA.23.67_1,US.MI.OD,Oakland,,County,,,,,,,,,,,,,,,,,,,,
0002a54b-b6fb-4d11-994e-d9dc4a9ebbe0,Mapillary,482107409702159,MYS,Malaysia,,Federal Territory,MYS.4_1,MY.KL,,Kuala Lumpur,,Wilayah Persekutuan,Federal Territory of Kuala Lumpu,,Federal Territory,MYS.4.1_1,MY.KL.KL,Kuala Lumpur,,Wilayah Persekutuan,,,,,,,,,,,,,,,,,,,,
0002a86d-ea6d-47b2-9149-21ac3b4e5910,Mapillary,1851920621629774,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
0002aa87-d8a7-4eea-82a0-8c78196307ee,Mapillary,2887461301378509,DEU,Germany,9.0,Free State,DEU.2_1,DE.BY,DE-BY,Bayern,,Freistaat,Bavaria,9162.0,District,DEU.2.54_1,DE.BY.MU,München (Kreisfreie Stadt),,Kreisfreie Stadt,,91620000.0,Municipality,DEU.2.54.1_1,,München,,Einheitsgemeinde,,91620000000.0,Town,DEU.2.54.1.1_1,München,Stadt,,,,,,
0002aba5-572b-45e2-a9b7-1f126c10b0ac,Mapillary,485244502662710,SGP,Singapore,,Region,SGP.1_1,,,Central,,Region,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0002aee1-f782-4cba-8af1-31b684cdb186,Mapillary,921257075324545,JPN,Japan,,Prefecture,JPN.8_1,JP.FS,JP-07,Fukushima,福島県,Ken,Hukusima,,City,JPN.8.3_1,JP.FS.AZ,Aizuwakamatsu,会津若松市,Shi,,,,,,,,,,,,,,,,,,,,
0002af18-f8f4-47db-b4a4-9e24638bc91e,Mapillary,923878995116435,USA,United States,,Federal District,USA.9_1,US.DC,US-DC,District of Columbia,,Federal District,DC|D.C.,,District,USA.9.1_1,US.DC.DI,District of Columbia,,District,,,,,,,,,,,,,,,,,,,,
0002b08f-d00f-4545-bcaa-f8c5f3de4e30,Mapillary,926379921644273,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
0002b5c9-34a0-464b-bb98-32e6872272fb,Mapillary,590993719115859,PHL,Philippines,1339.0,Province,PHL.47_1,PH.MM,,Metropolitan Manila,,Lalawigan,,133900.0,City,PHL.47.6_1,PH.MM.MN,Manila,,Lungsod|Siyudad,"City of Manila|Manila, City of",,Village,PHL.47.6.325_1,,Barangay 402,,Barangay,,,,,,,,,,,,
0002b7ea-ef33-4ebe-953b-8702d1e9a59e,Mapillary,303313591270580,TWN,Taiwan,,Special Municipality,TWN.6_1,TW.TP,TW-TPE,Taipei,台北,Zhíxiáshì,Taibei|Taipé|Taipeh,,Special Municipality,TWN.6.1_1,TW.TP.TC,Taipei,台北市,Zhíxiáshì,Táiběi Shì,,,,,,,,,,,,,,,,,,,
0002ba2e-3bd0-4a47-9954-d657b09e6e98,Mapillary,829840471345125,USA,United States,,Federal District,USA.9_1,US.DC,US-DC,District of Columbia,,Federal District,DC|D.C.,,District,USA.9.1_1,US.DC.DI,District of Columbia,,District,,,,,,,,,,,,,,,,,,,,
0002bae2-749d-40f7-bd75-f44f4cf19810,Mapillary,139140814900316,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
0002be7d-a430-4fda-8a3c-ca53891e3a58,Mapillary,1014526622790306,PHL,Philippines,314.0,Province,PHL.17_1,PH.BU,PH-BUL,Bulacan,,Lalawigan,,31420,City,PHL.17.21_1,PH.BU.SJ,San Jose del Monte City,,Lungsod|Siyudad,,,Village,PHL.17.21.32_1,,Muzon,,Barangay,,,,,,,,,,,,
0002c01c-6fea-4bae-b0f3-49cf473d83ed,Mapillary,959481411478141,RUS,Russia,,City,RUS.43_1,,,Moscow City,,Gorod,,,District,RUS.43.1_1,,Central,,Okrug,Central Administrative Okrug,,,RUS.43.1.9_1,,122,,Raion,,,,,,,,,,,,
